model,seed,n_train,n_test,n_features,n_qubits,train_time_s,predict_time_s,profile_fit_distance_s,profile_fit_encode_s,profile_fit_estimator_s,profile_fit_similarity_s,profile_fit_standardize_s,profile_predict_distance_s,profile_predict_encode_s,profile_predict_estimator_predict_s,profile_predict_score_s,profile_predict_similarity_s,profile_predict_standardize_s,profile_train_predict_estimator_predict_s,profile_train_predict_score_s
photonic_hybrid_svm_angle,42,23358,2000,120,,2.1792075330013176,0.1892724659992382,,0.5872145140019711,1.5601168909997796,,0.03184304800379323,,0.007865430001402274,0.0958941569988383,0.0847531679974054,,0.0007464170048478991,0.9815089999974589,0.9862218060006853
photonic_hybrid_svm_amplitude,42,23358,2000,10,,0.841041891995701,0.08743397500074934,,0.052346820004459005,0.7835036480028066,,0.005161838002095465,,0.00400262600305723,0.04251294000277994,0.040642558997205924,,0.0002653900010045618,0.4747645570023451,0.47164476000034483
photonic_state_svm_angle,42,23358,2000,10,,6.538240959998802,0.5902743269980419,,0.1510782260011183,0.6258769370033406,5.761255117999099,,,0.012713350995909423,0.0314722859984613,0.04851625499577494,0.4967923630028963,,0.3868419569989783,0.6277250800048932
photonic_hybrid_knn_angle,42,23358,2000,120,,4.7442348600015976,1.2196686879979097,4.141724465996958,0.0033215410003322177,0.5786636949997046,,0.020488032001594547,0.3643366500036791,2.1735999325755984e-05,0.435258535995672,0.41852356999879703,,0.0007632289998582564,2.452317995004705,2.47850061400095
photonic_hybrid_knn_amplitude,42,23358,2000,10,,4.462011857998732,1.168345414000214,3.8796560350019718,0.001283251003769692,0.5779517810005927,,0.0030880720005370677,0.3316163220006274,3.441699664108455e-05,0.4228923629998462,0.41270450800220715,,0.0002578190033091232,2.4878839590019197,2.497158522994141
photonic_state_knn_angle,42,23358,2000,10,,6.620793928996136,1.4859138849933515,1.1863401859955047,0.0033688339972286485,0.5793561620012042,4.851696286998049,,0.10221490999538219,2.4638000468257815e-05,0.41448214900447056,0.4126402979964041,0.5552142499946058,,2.4834604089992354,2.4811495440008002
