model,seed,n_train,n_test,n_features,n_qubits,train_time_s,predict_time_s,profile_fit_distance_s,profile_fit_encode_s,profile_fit_estimator_s,profile_fit_similarity_s,profile_fit_standardize_s,profile_predict_distance_s,profile_predict_encode_s,profile_predict_estimator_predict_s,profile_predict_score_s,profile_predict_similarity_s,profile_predict_standardize_s,profile_train_predict_estimator_predict_s,profile_train_predict_score_s
photonic_hybrid_svm_angle,42,13562,2000,455,,4.605648621,1.0188430909984163,,0.7360930770009873,3.8281527790022665,,0.041369553000549786,,0.0371661379977013,0.4906764719999046,0.48885001899907365,,0.002136456001608167,3.0738116089996765,3.0760799709969433
photonic_hybrid_svm_amplitude,42,13562,2000,20,,0.6408863349934109,0.3071177559977514,,0.0379344899993157,0.5997831470012898,,0.0031443820043932647,,0.006400375998055097,0.1532941559999017,0.14709754600335145,,0.00031399200088344514,0.9913414539987571,0.9928949280001689
photonic_state_svm_angle,42,13562,2000,15,,3.7230653560036444,0.6504201650022878,,0.28044486900034826,0.2262347099967883,3.2163548919997993,,,0.042017232000944205,0.028448255005059764,0.037508977999095805,0.5420189279975602,,0.19130667499848641,0.2578903980029281
photonic_hybrid_knn_angle,42,13562,2000,455,,1.8547354140027892,0.6832349629985401,1.603814722999232,0.007026204002613667,0.19412992100114934,,0.049727386998711154,0.2870477420001407,2.3663000320084393e-05,0.19935779799561715,0.19412338500114856,,0.002215152999269776,0.8531207850028295,0.9126987560011912
photonic_hybrid_knn_amplitude,42,13562,2000,20,,1.4922500149987172,0.5751523069993709,1.2961055709965876,0.0014476189971901476,0.1915298630046891,,0.00313709799956996,0.18549663500016322,3.377599932719022e-05,0.19768926899996586,0.19125982299738098,,0.00030578199948649853,0.8457020069981809,0.8422775870058103
photonic_state_knn_angle,42,13562,2000,15,,3.903404443000909,0.9630557299969951,0.4044099160018959,0.00718600899563171,0.1908245380036533,3.3009467009978835,,0.059941428000456654,1.9158003851771355e-05,0.18726293700456154,0.18764289999671746,0.5274250739967101,,0.8852459080007975,0.8131776390000596
