family,model,n_seeds,n_test,roc_auc,roc_auc_std,fpr,tpr,tpr_std
svm,state_svm_angle,1,2000,0.9768344999999999,0.0,0.46,0.994,0.0
svm,state_svm_angle,1,2000,0.9768344999999999,0.0,0.47000000000000003,0.994,0.0
svm,state_svm_angle,1,2000,0.9768344999999999,0.0,0.48,0.994,0.0
svm,state_svm_angle,1,2000,0.9768344999999999,0.0,0.49,0.995,0.0
svm,state_svm_angle,1,2000,0.9768344999999999,0.0,0.5,0.995,0.0
svm,state_svm_angle,1,2000,0.9768344999999999,0.0,0.51,0.996,0.0
svm,state_svm_angle,1,2000,0.9768344999999999,0.0,0.52,0.996,0.0
svm,state_svm_angle,1,2000,0.9768344999999999,0.0,0.53,0.996,0.0
svm,state_svm_angle,1,2000,0.9768344999999999,0.0,0.54,0.996,0.0
svm,state_svm_angle,1,2000,0.9768344999999999,0.0,0.55,0.996,0.0
svm,state_svm_angle,1,2000,0.9768344999999999,0.0,0.56,0.996,0.0
svm,state_svm_angle,1,2000,0.9768344999999999,0.0,0.5700000000000001,0.996,0.0
svm,state_svm_angle,1,2000,0.9768344999999999,0.0,0.58,0.996,0.0
svm,state_svm_angle,1,2000,0.9768344999999999,0.0,0.59,0.996,0.0
svm,state_svm_angle,1,2000,0.9768344999999999,0.0,0.6,0.997,0.0
svm,state_svm_angle,1,2000,0.9768344999999999,0.0,0.61,0.997,0.0
svm,state_svm_angle,1,2000,0.9768344999999999,0.0,0.62,0.997,0.0
svm,state_svm_angle,1,2000,0.9768344999999999,0.0,0.63,0.997,0.0
svm,state_svm_angle,1,2000,0.9768344999999999,0.0,0.64,0.997,0.0
svm,state_svm_angle,1,2000,0.9768344999999999,0.0,0.65,0.997,0.0
svm,state_svm_angle,1,2000,0.9768344999999999,0.0,0.66,0.997,0.0
svm,state_svm_angle,1,2000,0.9768344999999999,0.0,0.67,0.997,0.0
svm,state_svm_angle,1,2000,0.9768344999999999,0.0,0.68,0.997,0.0
svm,state_svm_angle,1,2000,0.9768344999999999,0.0,0.6900000000000001,0.997,0.0
svm,state_svm_angle,1,2000,0.9768344999999999,0.0,0.7000000000000001,0.997,0.0
svm,state_svm_angle,1,2000,0.9768344999999999,0.0,0.71,0.997,0.0
svm,state_svm_angle,1,2000,0.9768344999999999,0.0,0.72,0.997,0.0
svm,state_svm_angle,1,2000,0.9768344999999999,0.0,0.73,0.997,0.0
svm,state_svm_angle,1,2000,0.9768344999999999,0.0,0.74,0.997,0.0
svm,state_svm_angle,1,2000,0.9768344999999999,0.0,0.75,0.997,0.0
svm,state_svm_angle,1,2000,0.9768344999999999,0.0,0.76,0.997,0.0
svm,state_svm_angle,1,2000,0.9768344999999999,0.0,0.77,0.997,0.0
svm,state_svm_angle,1,2000,0.9768344999999999,0.0,0.78,0.997,0.0
svm,state_svm_angle,1,2000,0.9768344999999999,0.0,0.79,0.997,0.0
svm,state_svm_angle,1,2000,0.9768344999999999,0.0,0.8,0.997,0.0
svm,state_svm_angle,1,2000,0.9768344999999999,0.0,0.81,0.997,0.0
svm,state_svm_angle,1,2000,0.9768344999999999,0.0,0.8200000000000001,0.998,0.0
svm,state_svm_angle,1,2000,0.9768344999999999,0.0,0.8300000000000001,0.999,0.0
svm,state_svm_angle,1,2000,0.9768344999999999,0.0,0.84,0.999,0.0
svm,state_svm_angle,1,2000,0.9768344999999999,0.0,0.85,1.0,0.0
svm,state_svm_angle,1,2000,0.9768344999999999,0.0,0.86,1.0,0.0
svm,state_svm_angle,1,2000,0.9768344999999999,0.0,0.87,1.0,0.0
svm,state_svm_angle,1,2000,0.9768344999999999,0.0,0.88,1.0,0.0
svm,state_svm_angle,1,2000,0.9768344999999999,0.0,0.89,1.0,0.0
svm,state_svm_angle,1,2000,0.9768344999999999,0.0,0.9,1.0,0.0
svm,state_svm_angle,1,2000,0.9768344999999999,0.0,0.91,1.0,0.0
svm,state_svm_angle,1,2000,0.9768344999999999,0.0,0.92,1.0,0.0
svm,state_svm_angle,1,2000,0.9768344999999999,0.0,0.93,1.0,0.0
svm,state_svm_angle,1,2000,0.9768344999999999,0.0,0.9400000000000001,1.0,0.0
svm,state_svm_angle,1,2000,0.9768344999999999,0.0,0.9500000000000001,1.0,0.0
svm,state_svm_angle,1,2000,0.9768344999999999,0.0,0.96,1.0,0.0
svm,state_svm_angle,1,2000,0.9768344999999999,0.0,0.97,1.0,0.0
svm,state_svm_angle,1,2000,0.9768344999999999,0.0,0.98,1.0,0.0
svm,state_svm_angle,1,2000,0.9768344999999999,0.0,0.99,1.0,0.0
svm,state_svm_angle,1,2000,0.9768344999999999,0.0,1.0,1.0,0.0
svm,state_svm_amplitude,1,2000,0.9673895,0.0,0.0,0.0,0.0
svm,state_svm_amplitude,1,2000,0.9673895,0.0,0.01,0.775,0.0
svm,state_svm_amplitude,1,2000,0.9673895,0.0,0.02,0.796,0.0
svm,state_svm_amplitude,1,2000,0.9673895,0.0,0.03,0.818,0.0
svm,state_svm_amplitude,1,2000,0.9673895,0.0,0.04,0.845,0.0
svm,state_svm_amplitude,1,2000,0.9673895,0.0,0.05,0.858,0.0
svm,state_svm_amplitude,1,2000,0.9673895,0.0,0.06,0.866,0.0
svm,state_svm_amplitude,1,2000,0.9673895,0.0,0.07,0.875,0.0
svm,state_svm_amplitude,1,2000,0.9673895,0.0,0.08,0.881,0.0
svm,state_svm_amplitude,1,2000,0.9673895,0.0,0.09,0.882,0.0
svm,state_svm_amplitude,1,2000,0.9673895,0.0,0.1,0.893,0.0
svm,state_svm_amplitude,1,2000,0.9673895,0.0,0.11,0.896,0.0
svm,state_svm_amplitude,1,2000,0.9673895,0.0,0.12,0.904,0.0
svm,state_svm_amplitude,1,2000,0.9673895,0.0,0.13,0.912,0.0
svm,state_svm_amplitude,1,2000,0.9673895,0.0,0.14,0.917,0.0
svm,state_svm_amplitude,1,2000,0.9673895,0.0,0.15,0.92,0.0
svm,state_svm_amplitude,1,2000,0.9673895,0.0,0.16,0.921,0.0
svm,state_svm_amplitude,1,2000,0.9673895,0.0,0.17,0.922,0.0
svm,state_svm_amplitude,1,2000,0.9673895,0.0,0.18,0.926,0.0
svm,state_svm_amplitude,1,2000,0.9673895,0.0,0.19,0.934,0.0
svm,state_svm_amplitude,1,2000,0.9673895,0.0,0.2,0.95,0.0
svm,state_svm_amplitude,1,2000,0.9673895,0.0,0.21,0.95,0.0
svm,state_svm_amplitude,1,2000,0.9673895,0.0,0.22,0.953,0.0
svm,state_svm_amplitude,1,2000,0.9673895,0.0,0.23,0.958,0.0
svm,state_svm_amplitude,1,2000,0.9673895,0.0,0.24,0.961,0.0
svm,state_svm_amplitude,1,2000,0.9673895,0.0,0.25,0.962,0.0
svm,state_svm_amplitude,1,2000,0.9673895,0.0,0.26,0.962,0.0
svm,state_svm_amplitude,1,2000,0.9673895,0.0,0.27,0.965,0.0
svm,state_svm_amplitude,1,2000,0.9673895,0.0,0.28,0.967,0.0
svm,state_svm_amplitude,1,2000,0.9673895,0.0,0.29,0.968,0.0
svm,state_svm_amplitude,1,2000,0.9673895,0.0,0.3,0.97,0.0
svm,state_svm_amplitude,1,2000,0.9673895,0.0,0.31,0.973,0.0
svm,state_svm_amplitude,1,2000,0.9673895,0.0,0.32,0.98,0.0
svm,state_svm_amplitude,1,2000,0.9673895,0.0,0.33,0.984,0.0
svm,state_svm_amplitude,1,2000,0.9673895,0.0,0.34,0.986,0.0
svm,state_svm_amplitude,1,2000,0.9673895,0.0,0.35000000000000003,0.987,0.0
svm,state_svm_amplitude,1,2000,0.9673895,0.0,0.36,0.988,0.0
svm,state_svm_amplitude,1,2000,0.9673895,0.0,0.37,0.989,0.0
svm,state_svm_amplitude,1,2000,0.9673895,0.0,0.38,0.991,0.0
svm,state_svm_amplitude,1,2000,0.9673895,0.0,0.39,0.992,0.0
svm,state_svm_amplitude,1,2000,0.9673895,0.0,0.4,0.992,0.0
svm,state_svm_amplitude,1,2000,0.9673895,0.0,0.41000000000000003,0.993,0.0
svm,state_svm_amplitude,1,2000,0.9673895,0.0,0.42,0.993,0.0
svm,state_svm_amplitude,1,2000,0.9673895,0.0,0.43,0.994,0.0
svm,state_svm_amplitude,1,2000,0.9673895,0.0,0.44,0.994,0.0
svm,state_svm_amplitude,1,2000,0.9673895,0.0,0.45,0.994,0.0
svm,state_svm_amplitude,1,2000,0.9673895,0.0,0.46,0.994,0.0
svm,state_svm_amplitude,1,2000,0.9673895,0.0,0.47000000000000003,0.994,0.0
svm,state_svm_amplitude,1,2000,0.9673895,0.0,0.48,0.994,0.0
